,,2021,2021,2021,2021,2021,2021,2021,2021,2021,2020,2020,2020,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2010,2009,2009,2009,2009,2009,2009,2009,2009,2009,2008,2008,2008,2008,2008,2008,2008,2008,2008,2007,2007,2007,2007,2007,2007,2007,2007,2007,2006,2006,2006,2006,2006,2006,2006,2006,2006,2005,2005,2005,2005,2005,2005,2005,2005,2005,2004,2004,2004,2004,2004,2004,2004,2004,2004,2003,2003,2003,2003,2003,2003,2003,2003,2003,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2001,2001,2001,2001,2001,2001
DK,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business - Office Information Systems with Language,DUNDALK IT,175.0,275.0,False,False,False,False,False,Office Information Systems (Language),DUNDALK IT,175.0,255.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business - Office Information Systems with Public Relations,DUNDALK IT,175.0,285.0,False,False,False,False,False,Office Information Systems (Public Relations),DUNDALK IT,100.0,240.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Studies,DUNDALK IT,70.0,190.0,False,False,False,False,False,Business Studies,DUNDALK IT,85.0,195.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Office Management and Business Administration,Dundalk Institute of Technology,,,False,False,False,False,False,Front Office Management and Business Administration,Dundalk Institute of Technology,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing and Business,Dundalk Institute of Technology,,,False,False,False,False,False,Computing and Business,Dundalk Institute of Technology,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing ( Software Development),DUNDALK IT,85.0,235.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing (Applications and Support),DUNDALK IT,80.0,235.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil Engineering,DUNDALK IT,150.0,280.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,DUNDALK IT,100.0,250.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Engineering,Dundalk Institute of Technology,,,False,False,False,False,False,Applied Engineering,Dundalk Institute of Technology,,,False,False,False,False,False,Applied Engineering,Dundalk Institute of Technology,,225.0,False,False,False,True,False,Applied Engineering,Dundalk Institute of Technology,,210.0,False,False,False,True,False,Applied Engineering,DUNDALK IT,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronics,DUNDALK IT,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mechanical Engineering,DUNDALK IT,90.0,235.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culinary Arts,Dundalk Institute of Technology,104.0,177.0,False,False,False,False,False,Culinary Arts,Dundalk Institute of Technology,108.0,206.0,False,False,False,False,False,Culinary Arts,Dundalk Institute of Technology,,170.0,False,False,False,True,False,Culinary Arts,Dundalk Institute of Technology,150.0,235.0,False,False,False,False,False,Culinary Arts,DUNDALK IT,240.0,290.0,False,False,False,False,False,Culinary Arts,DUNDALK IT,230.0,305.0,False,False,False,False,False,Culinary Arts,DUNDALK IT,215.0,265.0,False,False,False,False,False,Culinary Arts,DUNDALK IT,185.0,240.0,False,False,False,False,False,Culinary Arts,DUNDALK IT,155.0,235.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality Studies,Dundalk Institute of Technology,,178.0,False,False,False,True,False,Hospitality Studies,Dundalk Institute of Technology,,207.0,False,False,False,True,False,Hospitality Studies,Dundalk Institute of Technology,100.0,195.0,False,False,False,False,False,Hospitality Studies,Dundalk Institute of Technology,150.0,210.0,False,False,False,False,False,Hospitality Studies,DUNDALK IT,182.0,220.0,False,False,False,False,False,Hospitality Studies,DUNDALK IT,200.0,235.0,False,False,False,False,False,Hospitality Studies,DUNDALK IT,210.0,245.0,False,False,False,False,False,Hospitality Studies,DUNDALK IT,160.0,210.0,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biology,DUNDALK IT,130.0,335.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Science,DUNDALK IT,80.0,340.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemistry,DUNDALK IT,180.0,405.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Science,DUNDALK IT,65.0,335.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture,Dundalk Institute of Technology,340.0,385.0,False,False,False,False,False,Agriculture,DUNDALK IT,330.0,390.0,False,False,False,False,False,Agriculture,DUNDALK IT,345.0,380.0,False,False,False,False,False,Agriculture,DUNDALK IT,300.0,355.0,False,False,False,False,False,Agriculture,DUNDALK IT,280.0,345.0,False,False,False,False,False,Agriculture,DUNDALK IT,255.0,345.0,False,False,False,False,False,Agriculture,DUNDALK IT,,265.0,False,False,False,True,False,Agriculture,DUNDALK IT,,275.0,False,False,False,True,False,Agriculture,DUNDALK IT,100.0,250.0,False,False,False,False,False,Agriculture,DUNDALK IT,135.0,280.0,False,False,False,False,False,Agriculture,DUNDALK IT,110.0,255.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,710,Business and Management                           ,Dundalk Institute of Technology,120.0,,False,False,False,False,False,Business and Management,Dundalk Institute of Technology,120.0,352.0,False,False,False,False,False,Business and Management,Dundalk Institute of Technology,,346.0,False,False,False,True,False,Business and Management,Dundalk Institute of Technology,120.0,328.0,False,False,False,False,False,Business and Management,Dundalk Institute of Technology,157.0,336.0,False,False,False,False,False,Business and Management,Dundalk Institute of Technology,100.0,330.0,False,False,False,False,False,Business and Management,Dundalk Institute of Technology,140.0,315.0,False,False,False,False,False,Business and Management,DUNDALK IT,150.0,300.0,False,False,False,False,False,Business & Management,DUNDALK IT,100.0,300.0,False,False,False,False,False,Business Studies - Management and Administration.,DUNDALK IT,145.0,280.0,False,False,False,False,False,Business Studies - Management and Administration,DUNDALK IT,175.0,280.0,False,False,False,False,False,Business Studies - Management and Administration,DUNDALK IT,105.0,280.0,False,False,False,False,True,Business Studies - Management and Administration.,DUNDALK IT,180.0,295.0,False,False,False,False,False,Business Studies - Management and Administration,DUNDALK IT,135.0,280.0,False,False,False,False,False,Business Studies - Management and Admin.,DUNDALK IT,135.0,305.0,False,False,False,False,False,Business Studies - Management and Administration,DUNDALK IT,155.0,300.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,711,Business and Technology                           ,Dundalk Institute of Technology,140.0,,False,False,False,False,False,Business and Technology,Dundalk Institute of Technology,191.0,327.0,False,False,False,False,False,Business and Technology,Dundalk Institute of Technology,131.0,337.0,False,False,False,False,False,Business and Technology,Dundalk Institute of Technology,210.0,308.0,False,False,False,False,False,Business and Technology,Dundalk Institute of Technology,186.0,338.0,False,False,False,False,False,Business and Technology,Dundalk Institute of Technology,195.0,300.0,False,False,False,False,False,Business and Technology,Dundalk Institute of Technology,165.0,305.0,False,False,False,False,False,Business and Technology,DUNDALK IT,175.0,290.0,False,False,False,False,False,Business & Technology,DUNDALK IT,,270.0,False,False,False,True,False,Business and Information Systems,DUNDALK IT,133.0,295.0,False,False,False,False,False,Business and Information Systems,DUNDALK IT,190.0,255.0,False,False,False,False,False,Business and Information Systems,DUNDALK IT,170.0,260.0,False,False,False,False,False,Business and Information Systems,DUNDALK IT,170.0,280.0,False,False,False,False,False,Business and Information Systems,DUNDALK IT,190.0,315.0,False,False,False,False,True,Business and Information Systems,DUNDALK IT,200.0,305.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,712,Digital Marketing and Public Relations            ,Dundalk Institute of Technology,195.0,,False,False,False,False,False,Digital Marketing and Public Relations,Dundalk Institute of Technology,100.0,349.0,False,False,False,False,False,Digital Marketing and Public Relations,Dundalk Institute of Technology,147.0,328.0,False,False,False,False,False,"Digital Marketing, Communication and Public Relations",Dundalk Institute of Technology,205.0,338.0,False,False,False,False,False,"Digital Marketing, Communication and Public Relations",Dundalk Institute of Technology,165.0,326.0,False,False,False,False,False,"Digital Marketing, Communication and Public Relations",Dundalk Institute of Technology,200.0,340.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,721,Computing                                         ,Dundalk Institute of Technology,120.0,,False,False,False,False,False,Computing,Dundalk Institute of Technology,106.0,326.0,False,False,False,False,False,Computing,Dundalk Institute of Technology,120.0,295.0,False,False,False,False,False,Computing,Dundalk Institute of Technology,140.0,282.0,False,False,False,False,False,Computing,Dundalk Institute of Technology,156.0,305.0,False,False,False,False,False,Computing,Dundalk Institute of Technology,100.0,335.0,False,False,False,False,False,Computing,Dundalk Institute of Technology,170.0,295.0,False,False,False,False,False,Computing,DUNDALK IT,215.0,320.0,False,False,False,False,False,Computing (incorporating 3 award options),DUNDALK IT,125.0,300.0,False,False,False,False,False,Computing (incorporating 3 award options),DUNDALK IT,160.0,290.0,False,False,False,False,False,Computing (incorporating 3 award options),DUNDALK IT,165.0,290.0,False,False,False,False,False,Computing (incorporating 3 award options),DUNDALK IT,150.0,275.0,False,False,False,False,True,Computing (incorporating 3 award options),DUNDALK IT,150.0,260.0,False,False,False,False,False,Computing (incorporating 3 award options),DUNDALK IT,115.0,280.0,False,False,False,False,False,Computing (incorporating 3 award options),DUNDALK IT,165.0,290.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,722,Augmented and Virtual Reality                     ,Dundalk Institute of Technology,207.0,,False,False,False,False,False,Augmented and Virtual Reality,Dundalk Institute of Technology,144.0,348.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing  ( Software Development - Language),DUNDALK IT,220.0,265.0,False,False,False,False,False,Computing ( Software Development - Language),DUNDALK IT,225.0,315.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing  (Applications & Support - Language),DUNDALK IT,200.0,270.0,False,False,False,False,False,Computing (Applications and Support - Language),DUNDALK IT,205.0,345.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing - Software Development,DUNDALK IT,160.0,295.0,False,False,False,False,False,Computing - Software Development,DUNDALK IT,205.0,325.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing - Applications and  Support,DUNDALK IT,200.0,295.0,False,False,False,False,False,Computing - Applications and Support,DUNDALK IT,215.0,275.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computing - Networking and Support,DUNDALK IT,220.0,285.0,False,False,False,False,False,Computing - Networking and Support,DUNDALK IT,210.0,250.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,730,Building Surveying                                ,Dundalk Institute of Technology,204.0,,False,False,False,False,False,Building Surveying,Dundalk Institute of Technology,165.0,330.0,False,False,False,False,False,Building Surveying,Dundalk Institute of Technology,,293.0,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,731,Architectural Technology                          ,Dundalk Institute of Technology,210.0,,False,False,False,False,False,Architectural Technology,Dundalk Institute of Technology,332.0,392.0,False,False,False,False,False,Architectural Technology,Dundalk Institute of Technology,184.0,340.0,False,False,False,False,False,Architectural Technology,Dundalk Institute of Technology,200.0,343.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,732,Construction Management                           ,Dundalk Institute of Technology,229.0,,False,False,False,False,False,Construction Management,Dundalk Institute of Technology,120.0,321.0,False,False,False,False,False,Construction Management,Dundalk Institute of Technology,138.0,280.0,False,False,False,False,False,Construction Management,Dundalk Institute of Technology,157.0,288.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,740,Engineering - Electrical and Electronic Systems   ,Dundalk Institute of Technology,163.0,,False,False,False,False,False,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,179.0,339.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,176.0,273.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,184.0,298.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,170.0,288.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,200.0,320.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,170.0,300.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,DUNDALK IT,125.0,320.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,DUNDALK IT,,310.0,False,False,False,True,False,Engineering - Electrical and Electronic Systems,DUNDALK IT,,310.0,False,False,False,True,False,Engineering - Electrical and Electronic Systems,DUNDALK IT,180.0,305.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,DUNDALK IT,240.0,310.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,DUNDALK IT,180.0,300.0,False,False,False,False,False,Engineering - Electrical and Electronic Systems,DUNDALK IT,205.0,305.0,False,False,False,False,False,Engineering - Electrical & Electronic System,DUNDALK IT,205.0,300.0,False,False,False,False,False,Engineering - Electrical  and Electronic Systems,DUNDALK IT,185.0,295.0,False,False,False,False,False,Engineering - Electrical & Electronic Systems,DUNDALK IT,105.0,250.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,742,Engineering - Mechanical Engineering              ,Dundalk Institute of Technology,166.0,,False,False,False,False,False,Engineering - Mechanical Engineering,Dundalk Institute of Technology,166.0,312.0,False,False,False,False,False,Engineering - Mechanical Engineering,Dundalk Institute of Technology,120.0,325.0,False,False,False,False,False,Engineering - Mechanical Engineering,Dundalk Institute of Technology,140.0,289.0,False,False,False,False,False,Engineering - Mechanical Engineering,Dundalk Institute of Technology,120.0,297.0,False,False,False,False,False,Engineering - Mechanical Engineering,Dundalk Institute of Technology,200.0,333.0,False,False,False,False,False,Engineering - Mechanical Engineering,Dundalk Institute of Technology,195.0,335.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,,320.0,False,False,False,True,False,Engineering - Mechanical Engineering,DUNDALK IT,140.0,325.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,150.0,305.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,150.0,300.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,255.0,320.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,200.0,315.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,215.0,300.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,160.0,275.0,False,False,False,False,False,Engineering - Mechanical Engineering,DUNDALK IT,135.0,300.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering - Building Services Engineering,DUNDALK IT,225.0,295.0,False,False,False,False,False,,,,,,,,,,Engineering - Building Services Engineering,DUNDALK IT,165.0,280.0,False,False,False,False,False,Engineering - Building Services Engineering,DUNDALK IT,125.0,265.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,744,Engineering - Civil Engineering                   ,Dundalk Institute of Technology,165.0,,False,False,False,False,False,Engineering - Civil Engineering,Dundalk Institute of Technology,157.0,341.0,False,False,False,False,False,Engineering - Civil Engineering,Dundalk Institute of Technology,183.0,345.0,False,False,False,False,False,Engineering - Civil Engineering,Dundalk Institute of Technology,183.0,326.0,False,False,False,False,False,Engineering - Civil Engineering,Dundalk Institute of Technology,205.0,287.0,False,False,False,False,False,Engineering - Civil Engineering,Dundalk Institute of Technology,115.0,283.0,False,False,False,False,False,Engineering - Civil Engineering,Dundalk Institute of Technology,200.0,320.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,,305.0,False,False,False,True,False,Engineering - Civil Engineering,DUNDALK IT,125.0,325.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,150.0,300.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,175.0,295.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,175.0,310.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,200.0,305.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,145.0,290.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,180.0,310.0,False,False,False,False,False,Engineering - Civil Engineering,DUNDALK IT,155.0,305.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction Technology,Dundalk Institute of Technology,156.0,269.0,False,False,False,False,False,Construction Technology,Dundalk Institute of Technology,120.0,290.0,False,False,False,False,False,Construction Technology,Dundalk Institute of Technology,120.0,270.0,False,False,False,False,False,Construction Technology,DUNDALK IT,,255.0,False,False,False,True,False,Construction Technology,DUNDALK IT,,260.0,False,False,False,True,False,Construction Technology,DUNDALK IT,150.0,260.0,False,False,False,False,False,Construction Technology,DUNDALK IT,120.0,270.0,False,False,False,False,False,Construction Technology,DUNDALK IT,130.0,265.0,False,False,False,False,True,Construction Technology,DUNDALK IT,165.0,265.0,False,False,False,False,False,Building,DUNDALK IT,190.0,280.0,False,False,False,False,False,Building,DUNDALK IT,140.0,265.0,False,False,False,False,False,Building,DUNDALK IT,150.0,270.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,750,Hospitality Management                            ,Dundalk Institute of Technology,157.0,,False,False,False,False,False,Hospitality Management,Dundalk Institute of Technology,176.0,279.0,False,False,False,False,False,Hospitality Management,Dundalk Institute of Technology,194.0,308.0,False,False,False,False,False,Hospitality Management,Dundalk Institute of Technology,190.0,279.0,False,False,False,False,False,Hospitality Management,Dundalk Institute of Technology,173.0,265.0,False,False,False,False,False,Hospitality Management,Dundalk Institute of Technology,195.0,305.0,False,False,False,False,False,Hospitality Management,Dundalk Institute of Technology,190.0,325.0,False,False,False,False,False,Hospitality Management,DUNDALK IT,265.0,325.0,False,False,False,False,False,Hospitality Management,DUNDALK IT,190.0,260.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,200.0,275.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,195.0,265.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,230.0,280.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,195.0,245.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,200.0,265.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,175.0,255.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,195.0,285.0,False,False,False,False,False,Business - Hospitality Management,DUNDALK IT,200.0,280.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
